acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,artist,song,tempo,time_signature,valence,lyrics,duration_sec,release_year,lexical_richness,WPM,positive,negative,neutral,sentiment,isBillboard
0.0619,0.7809999999999999,0.526,0.0,6.0,0.0457,-6.985,0.0,70.0,0.293,macklemore & ryan lewis,thrift shop,94.992,4.0,0.662,"""hey, macklemore, can we go thrift shopping?""
what what, what, what
what what, what, what
what what, what, what
what what, what, what
what what, what, what
bada, bada, bada doo da
what what, what, what
bada, bada, bada doo da
what what, what, what
bada, bada, bada doo da
bada, bada, bada doo da
bada, bada, bada doo da
bada, bada, bada doo da
bada, bada, bada doo da
i'm gonna pop some tags
only got 20 dollars in my pocket
i'm, i'm, i'm huntin'
lookin' for a come up
this is fucking awesome
now, walk into the club like, ""what up, i got a big cock!""
nah, i’m just pumped, i bought some shit from a thrift shop
ice on the fringe is so damn frosty
the people like, ""damn, that’s a cold ass honkey!""
rollin' in hella deep, headed to the mezzanine
dressed in all pink; except my gator shoes, those are green
draped in a leopard mink, girl standin' next to me
probably should've washed this, smells like r. kelly sheets
 but shit, it was 99 cents!
fuck it, coppin' it, washin' it
'bout to go and get some compliments
passin' up on those moccasins
someone else has been walkin' in
bummy and grungy, fuck it, man
i am stunting and flossin' and saving my money
and i'm hella happy; that’s a bargain, bitch!
i'ma take your grandpa's style, i'ma take your grandpa's style
no, for real, ask your grandpa
can i have his hand-me-downs? 
velour jumpsuit and some house slippers
dookie brown leather jacket that i found diggin'
they had a broken keyboard, i bought a broken keyboard
i bought a skeet blanket, then i bought a knee board
hello, hello, my ace man, my mellow
john wayne ain't got nothing on my fringe game, hell no
i could take some pro wings, make 'em cool, sell those
the sneaker heads would be like, ""ah, he got the velcros.""
i'm gonna pop some tags
only got 20 dollars in my pocket
i'm, i'm, i'm huntin'
lookin' for a come up
this is fucking awesome
i'm gonna pop some tags
only got 20 dollars in my pocket
i'm, i'm, i'm huntin'
lookin' for a come up
this is fucking awesome
what you know about rockin' a wolf on your noggin?
what you knowin' about wearin' a fur fox skin?
i'm diggin', i'm diggin'
i'm searchin' right through that luggage
one man's trash, that's another man's come up
thank your granddad for donatin' that plaid button-
up shirt 'cause right now, i'm up in hurr stuntin'
i'm at the goodwill, you can find me in the bins
i'm not, i'm not stuck on searchin' in that section 
your grammy, your auntie, your mama, your mammy
i'll take those flannel zebra jammies
second hand and i'll rock that, motherfucker
the built-in onesie with the socks on the motherfucker
i hit the party and they stop in that motherfucker
they be like, ""oh, that gucci? that's hella tight""
i'm like, ""yo, that's 50 dollars for a t-shirt.""
limited edition, let's do some simple addition
50 dollars for a t-shirt, that's just some ignorant bitch shit
i call that getting-swindled-and-pimped shit
i call that getting tricked by business
that shirt's hella dough
and having the same one as six other people in this club is a hella don't
peep game, come take a look through my telescope
tryna get girls from a brand?
man, you hella won't! man, you hella won't!
goodwill, poppin' tags, yeah!
i'm gonna pop some tags
only got 20 dollars in my pocket
i'm, i'm, i'm huntin'
lookin' for a come up
this is fucking awesome
i'll wear your granddad's clothes
i look incredible
i'm in this big-ass coat
from that thrift shop down the road
i'll wear your granddad's clothes 
i look incredible 
i’m in this big-ass coat 
from that thrift shop down the road 
i'm gonna pop some tags
only got 20 dollars in my pocket
i'm, i'm, i'm huntin'
lookin' for a come up
this is fucking awesome
""is that your grandma's coat?""",235.613,2012,43.85665529010239,149.22775907950748,4.901960784313726,10.784313725490197,84.31372549019608,-5.882352941176471,1
0.00373,0.862,0.608,6.14e-06,7.0,0.0856,-4.762,1.0,73.0,0.0402,robin thicke,blurred lines,120.00200000000001,4.0,0.836,"everybody get up, woo!
hey, hey, hey
hey, hey, hey
hey, hey, hey
if you can't hear what i'm trying to say
if you can't read from the same page
maybe i'm going deaf
maybe i'm going blind
maybe i'm out of my mind
ok, now he was close
tried to domesticate you
but you're an animal
baby, it's in your nature
just let me liberate you
you don't need no papers
that man is not your maker
and that's why i'm gon' take a
good girl
i know you want it
i know you want it
i know you want it
you're a good girl
can't let it get past me
you're far from plastic
talk about getting blasted
i hate these blurred lines
i know you want it
i know you want it
i know you want it
but you're a good girl
the way you grab me
must wanna get nasty
go ahead, get at me
what do they make dreams for
when you got them jeans on
what do we need steam for
you the hottest bitch in this place
i feel so lucky, you wanna hug me
what rhymes with hug me?
hey!
ok, now he was close
tried to domesticate you
but you're an animal
baby, it's in your nature
just let me liberate you
you don't need no papers
that man is not your maker
and that's why i'm gon' take a
good girl
i know you want it
i know you want it
i know you want it
you're a good girl
can't let it get past me
you're far from plastic
talk about getting blasted
i hate these blurred lines
i know you want it
i know you want it
i know you want it
but you're a good girl
the way you grab me
must wanna get nasty
go ahead, get at me
hustle gang homie
one thing i ask of you
lemme be the one you back that ass up to
from malibu to paris, boo
had a bitch, but she ain't bad as you
so, hit me up when you pass through
i'll give you something big enough to tear your ass in two
swag on 'em even when you dress casual
i mean, it's almost unbearable
in a hundred years not dare would i
pull a pharcyde, let you pass me by
nothin' like your last guy, he too square for you
he don't smack that ass and pull your hair like that
so i'm just watching and waitin'
for you to salute the true big pimpin'
not many women can refuse this pimping
i'm a nice guy, but don't get confused, this pimpin'
shake your rump
get down, get up-a
do it like it hurt, like it hurt
what you don't like work
hey!
baby, can you breathe
i got this from jamaica
it always works for me
dakota to decatur
no more pretending
cause now you're winning
here's our beginning
i always wanted a
good girl
i know you want it
i know you want it
i know you want it
you're a good girl
can't let it get past me
you're far from plastic
talk about getting blasted
i hate these blurred lines
i know you want it
i know you want it
i know you want it
but you're a good girl
the way you grab me
must wanna get nasty
go ahead, get at me
everybody get up
everybody get up
everybody get up
hey, hey, hey
hey, hey, hey
hey, hey, hey
everybody get up, woo!
hey, hey, hey
hey, hey, hey
hey, hey, hey",263.827,2013,33.608247422680414,110.2995523581741,5.0,7.5,87.5,-2.5,1
0.106,0.44799999999999995,0.784,0.00010800000000000001,9.0,0.6679999999999999,-3.6860000000000004,1.0,72.0,0.0627,imagine dragons,radioactive,136.245,4.0,0.23600000000000002,"whoah-oh
whoah-oh
whoah-oh
whoah
i'm waking up to ash and dust
i wipe my brow and i sweat my rust
i'm breathing in the chemicals
yeah, ah
i'm breaking in, shaping up then
checking out on the prison bus
this is it, the apocalypse
whoa
i'm waking up, i feel it in my bones
enough to make my system blow
welcome to the new age, to the new age
welcome to the new age, to the new age
whoa-oh, whoa
i'm radioactive, radioactive
whoa-oh, whoa
i'm radioactive, radioactive
i raise my flags, don my clothes
it's a revolution, i suppose
we're painted red to fit right in
whoa
i'm breaking in, shaping up then
checking out on the prison bus
this is it, the apocalypse
whoa
i'm waking up, i feel it in my bones
enough to make my system blow
welcome to the new age, to the new age
welcome to the new age, to the new age
whoa-oh, whoa
i'm radioactive, radioactive
whoa-oh, whoa
i'm radioactive, radioactive
all systems go, the sun hasn't died
deep in my bones, straight from inside
i'm waking up, i feel it in my bones
enough to make my system blow
welcome to the new age, to the new age
welcome to the new age, to the new age
whoa-oh, whoa
i'm radioactive, radioactive
whoa-oh, whoa
i'm radioactive, radioactive",186.813,2012,29.2817679558011,58.1329993094699,0.0,4.3478260869565215,95.65217391304348,-4.3478260869565215,1
0.0111,0.452,0.794,0.00182,0.0,0.41600000000000004,-5.151,1.0,57.0,0.0483,baauer,harlem shake,137.825,4.0,0.282,"con los terroristas, -tas, -tas, -tas
-tas -tas -tas -tas, -tas -tas -tas -tas -tas
then do the harlem shake 
ey , con los terroristas
ey , ey 
ey , ey 
ey , ey 
 -tas,  -tas, -tas,  -tas, -tas, -tas, -tas
-tas, -tas,  -tas, -tas,  -tas, -tas, -tas, -tas
-tas, -tas, -tas, -tas, -tas -tas -tas -tas -tas -tas -tas -tas -tas
then do the harlem shake 
ey , con los terroristas
ey,  ey 
shake, shake
shake, ey 
ey , ey 
ey ",196.664,2013,20.98765432098765,24.71219948745068,0.0,0.0,100.0,0.0,1
0.0291,0.6409999999999999,0.922,0.0,2.0,0.0862,-4.457,1.0,80.0,0.0786,macklemore & ryan lewis,can't hold us,146.078,4.0,0.847,"ay, ay, ay
good to see you, come on, let's go
yeah! let's go!
alright, alright, okay
alright, okay
alright, okay
return of the mack
get 'em, what it is, what it does, what it is, what it isn't
looking for a better way to get up outta bed
instead of getting on the internet
and checking a new hit me, get up
thrift shop, pimp-strut walkin'
little bit of humble, little bit of cautious
somewhere between like rocky and cosby
sweater game, nope nope, y'all can't copy
yup, bad, moonwalking, this here is our party
my posse's been on broadway, and we did it our way
grown music, i shed my skin and put my bones
into everything i record to it and yet i'm on
let that stage light go and shine on down
got that bob barker suit game and plinko in my style
money, stay on my craft and stick around for those pounds
but i do that to pass the torch and put on for my town
trust me, on my i-n-d-e-p-e-n-d-e-n-t shit, hustlin'
chasing dreams since i was fourteen
with the four-track, bussin'
halfway cross that city with the backpack, fat cat, crushin'
labels out here, nah, they can't tell me nothin'
we give that to the people, spread it across the country
labels out here, nah, they can't tell me nothin'
we give it to the people, spread it across the country
can we go back? this is the moment
tonight is the night, we'll fight 'til it's over
so we put our hands up
like the ceiling can't hold us
like the ceiling can't hold us
can we go back? this is the moment
tonight is the night, we'll fight 'til it's over
so we put our hands up
like the ceiling can't hold us
like the ceiling can't hold us
now, can i kick it? thank you
yeah, i'm so damn grateful
i grew up really wanting gold fronts
but that’s what you get when wu-tang raised you
y'all can't stop me
go hard like i got a 808 in my heartbeat
and i'm eating at the beat like you gave a little speed
to a great white shark on shark week, raw!
tell me go up, gone
deuces, goodbye, i got a world to see
and my girl, she wanna see rome
caesar'll make you a believer
nah, i never ever did it for a throne
that validation comes from giving it back to the people
now sing a song, and it goes like
raise those hands, this is our party
we came here to live life like nobody was watching
i got my city right behind me, if i fall, they got me
learn from that failure, gain humility
and then we keep marching, i said…
can we go back? this is the moment
tonight is the night, we'll fight 'til it's over
so we put our hands up
like the ceiling can't hold us
like the ceiling can't hold us
can we go back? this is the moment
tonight is the night, we'll fight 'til it's over
so we put our hands up
like the ceiling can't hold us
like the ceiling can't hold us
and so we put our hands up
and so we put our hands up
oh, oh, oh, oh…
na na na na, na na na na
hey-ee ay-ee ay-ee ay ay-ee ay-ee, hey
and all my people say
na na na na, na na na na
hey-ee ay-ee ay-ee ay ay-ee ay-ee, hey
and all my people say
na na na na, na na na na
oh-oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh
and all my people say
na na na na, na na na na
mack-le-eh-eh-eh-eh-more!
can we go back? this is the moment
tonight is the night, we'll fight 'til it's over
so we put our hands up
like the ceiling can't hold us
like the ceiling can't hold us
can we go back? this is the moment
tonight is the night, we'll fight 'til it's over
so we put our hands up
like the ceiling can't hold us
like the ceiling can't hold us",258.343,2012,35.63025210084034,138.18837746716574,2.1052631578947367,0.0,97.89473684210527,2.1052631578947367,1
0.23399999999999999,0.574,0.512,0.0,5.0,0.0946,-6.664,0.0,75.0,0.0503,justin timberlake,mirrors,76.899,4.0,0.512,"aren't you somethin' to admire?
'cause your shine is somethin' like a mirror
and i can't help but notice
you reflect in this heart of mine
if you ever feel alone and
the glare makes me hard to find
just know that i'm always
parallel on the other side
'cause with your hand in my hand and a pocket full of soul
i can tell you there's no place we couldn't go
just put your hand on the past
i'm here tryna pull you through
you just gotta be strong
i don't wanna lose you now
i'm lookin' right at the other half of me
the vacancy that sat in my heart
is a space that now you hold
show me how to fight for now
and i'll tell you, baby, it was easy
comin' back here to you once i figured it out
you were right here all along
it's like you're my mirror 
my mirror staring back at me  
i couldn't get any bigger 
with anyone else beside me  
and now it's clear as this promise
that we're making
two reflections into one
'cause it's like you're my mirror  
my mirror staring back at me, staring back at me, staring back at me
aren't you somethin', an original?
'cause it doesn't seem merely assembled
and i can't help but stare, 'cause
i see truth somewhere in your eyes
i can't ever change without you
you reflect me, i love that about you
and if i could, i
would look at us all the time
'cause with your hand in my hand and a pocket full of soul
i can tell you there's no place we couldn't go
just put your hand on the past
i'm here tryna pull you through
you just gotta be strong
i don't wanna lose you now
i'm lookin' right at the other half of me
the vacancy that sat in my heart
is a space that now you hold
show me how to fight for now
and i'll tell you, baby, it was easy
comin' back here to you once i figured it out
you were right here all along
it's like you're my mirror 
my mirror staring back at me 
i couldn't get any bigger 
with anyone else beside me 
and now it's clear as this promise
that we're making
two reflections into one
'cause it's like you're my mirror 
my mirror staring back at me, staring back at me
yesterday is history, oh
tomorrow's a mystery, oh
i can see you lookin' back at me
keep your eyes on me
baby, keep your eyes on me
'cause i don't wanna lose you now
i'm lookin' right at the other half of me
the vacancy that sat in my heart
is a space that now you hold
show me how to fight for now 
and i'll tell you, baby, it was easy
comin' back here to you once i figured it out
you were right here all along
it's like you're my mirror 
my mirror staring back at me 
i couldn't get any bigger 
with anyone else beside me 
and now it's clear as this promise
that we're making
two reflections into one
'cause it's like you're my mirror 
my mirror staring back at me, staring back at me
ohh 
ohh 
ohh ohh 
uhh 
ohh 
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
now, you're the inspiration of this precious song
and i just wanna see your face light up since you put me on
so now i say goodbye to the old me, it's already gone
and i can't wait, wait, wait, wait, wait to get you home
just to let you know, you are
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
girl, you're my reflection, all i see is you
my reflection, in everything i do
you're my reflection and all i see is you
my reflection, in everything i do
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life
you are, you are the love of my life",484.147,2013,17.73220747889023,102.73739174259059,32.55813953488372,0.0,67.44186046511628,32.55813953488372,1
0.34600000000000003,0.778,0.547,0.000302,2.0,0.132,-7.273,1.0,70.0,0.0489,pink,just give me a reason,95.00200000000001,4.0,0.441,"right from the start
you were a thief you stole my heart
and i your willing victim
i let you see the parts of me
that weren't all that pretty
and with every touch you fixed them
now you've been talking in your sleep
oh, oh
things you never say to me
oh, oh
tell me that you've had enough
of our love, our love
just give me a reason
just a little bit's enough
just a second - we're not broken, just bent
and we can learn to love again
it's in the stars
it's been written in the scars on our hearts
we're not broken, just bent
and we can learn to love again
i'm sorry i don't understand where all of this is coming from
i thought that we were fine
your head is running wild again
my dear we still have everything
and it's all in your mind
now you've been having real bad dreams
oh, oh
you used to lie so close to me
oh, oh
there's nothing more than empty sheets
between our love, our love
oh, our love, our love, love
just give me a reason
just a little bit’s enough
just a second - we’re not broken, just bent
and we can learn to love again
i’ve never stopped
you’re still written in the scars on my heart
you’re not broken, just bent
and we can learn to love again
oh, tears ducts and rust
i'll fix it for us
we're collecting dust but our love's enough
you're holding it in
you're pouring a drink
no nothing is as bad as it seems
we'll come clean
just give me a reason
just a little bit's enough
just a second we're not broken just bent
and we can learn to love again
it's in the stars
it's been written in the scars on our hearts
that we're not broken just bent
and we can learn to love again
just give me a reason
just a little bit's enough
just a second we're not broken just bent
and we can learn to love again
it's in the stars
it's still written in the scars on our hearts
that we're not broken just bent
and we can learn to love again
oh, can learn to love again
oh, can learn to love again
oh
that we're not broken just bent
and we can learn to love again",242.733,2012,28.65671641791045,82.80703489018798,20.588235294117645,1.4705882352941175,77.94117647058823,19.11764705882353,1
0.932,0.612,0.28,0.0,0.0,0.08800000000000001,-8.648,1.0,81.0,0.0434,bruno mars,when i was your man,72.795,4.0,0.387,"same bed but it feels just a little bit bigger now
our song on the radio but it don't sound the same
when our friends talk about you, all it does is just tear me down
'cause my heart breaks a little when i hear your name
it all just sounds like oooooh ooh
mmm, too young, too dumb to realize
that i should have bought you flowers
and held your hand
should have gave you all my hours
when i had the chance
take you to every party
'cause all you wanted to do was dance
now my baby's dancing
but she's dancing with another man
my pride, my ego, my needs, and my selfish ways
caused a good, strong woman like you to walk out my life
now i'll never, never get to clean up the mess i made 
and it haunts me every time i close my eyes
it all just sounds like oooooh ooh
mmm, too young, too dumb to realize
that i should have bought you flowers
and held your hand
should have gave you all my hours
when i had the chance
take you to every party
'cause all you wanted to do was dance
now my baby's dancing
but she's dancing with another man
although it hurts
i'll be the first to say that i was wrong
oh, i know i'm probably much too late
to try and apologize for my mistakes
but i just want you to know
i hope he buys you flowers
i hope he holds your hand
give you all his hours
when he has the chance
take you to every party
'cause i remember how much you loved to dance
do all the things i should have done
when i was your man
do all the things i should have done
when i was your man",213.827,2012,34.831460674157306,74.92037955917634,6.976744186046512,6.976744186046512,86.04651162790698,0.0,1
0.0191,0.457,0.948,0.0,10.0,0.0536,-3.364,1.0,70.0,0.0354,florida georgia line,cruise,148.0,4.0,0.878,"baby you a song
you make me wanna roll my windows down and cruise
hey baby
yeah, when i first saw that bikini top on her
she’s popping right out of the south georgia water
thought, ""oh, good lord, she had them long tanned legs""
couldn't help myself, so i walked up and said
baby you a song
you make me wanna roll my windows down and cruise
down a back road blowing stop signs through the middle
every little farm town with you
in this brand new chevy with a lift kit
would look a hell of a lot better with you up in it
so baby you a song
you make me wanna roll my windows down and cruise
she was sipping on southern and singing marshall tucker
we were falling in love in the sweet heart of summer
she hopped right up into the cab of my truck and said
""fire it up, let's go get this thing stuck""
baby you a song
you make me wanna roll my windows down and cruise
down a back road blowing stop signs through the middle
every little farm town with you
in this brand new chevy with a lift kit
would look a hell of a lot better with you up in it
so baby you a song
you make me wanna roll my windows down and cruise
when that summer sun fell to its knees
i looked at her and she looked at me
and i turned on those kc lights and drove all night
because it felt so right, her and i, man we felt so right
i put it in park and grabbed my guitar
and strummed a couple chords
and sang from the heart
girl, you sure got the beat in my chest bumping
hell, i can't get you out of my head
baby you a song
you make me wanna roll my windows down and cruise
down a back road blowing stop signs through the middle
every little farm town with you
baby you a song
you make me wanna roll my windows down and cruise
down a back road blowing stop signs through the middle
every little farm town with you
in this brand new chevy with a lift kit
would look a hell of a lot better with you up in it
come on
so baby you a song
you make me wanna roll my windows down and cruise
come on, girl
get those windows down and cruise
aww, yeah",208.96,2012,31.062670299727518,105.37901990811639,1.9230769230769231,3.8461538461538463,94.23076923076923,-1.9230769230769231,1
0.00487,0.5539999999999999,0.772,6.6e-06,7.0,0.354,-4.821000000000001,0.0,76.0,0.0418,katy perry,roar,179.984,4.0,0.455,"i used to bite my tongue and hold my breath
scared to rock the boat and make a mess
so i sat quietly, agreed politely
i guess that i forgot i had a choice
i let you push me past the breaking point
i stood for nothing, so i fell for everything
you held me down, but i got up 
already brushing off the dust
you hear my voice, your hear that sound
like thunder, gonna shake the ground
you held me down, but i got up
get ready cause i had enough
i see it all, i see it now
i got the eye of the tiger, a fighter
dancing through the fire
cause i am a champion, and you’re gonna hear me roar
louder, louder than a lion
cause i am a champion, and you’re gonna hear me roar
oh oh oh oh oh oh oh oh
oh oh oh oh oh oh oh oh
oh oh oh oh oh oh oh oh
you’re gonna hear me roar
now i’m floating like a butterfly
stinging like a bee i earned my stripes
i went from zero, to my own hero
you held me down, but i got up 
already brushing off the dust
you hear my voice, your hear that sound
like thunder, gonna shake the ground
you held me down, but i got up
get ready cause i had enough
i see it all, i see it now
i got the eye of the tiger, a fighter
dancing through the fire
cause i am a champion, and you’re gonna hear me roar
louder, louder than a lion
cause i am a champion, and you’re gonna hear me roar
oh oh oh oh oh oh oh oh
oh oh oh oh oh oh oh oh
oh oh oh oh oh oh oh oh
you’re gonna hear me roar
oh oh oh oh oh oh oh oh
oh oh oh oh oh oh oh oh
oh oh oh oh oh oh oh oh
you’re gonna hear me roar
roar, roar, roar, roar, roar...
i got the eye of the tiger, a fighter
dancing through the fire
cause i am a champion, and you’re gonna hear me roar
louder, louder than a lion
cause i am a champion, and you’re gonna hear me roar
oh oh oh oh oh oh oh oh
oh oh oh oh oh oh oh oh
oh oh oh oh oh oh oh oh
you’re gonna hear me roar
oh oh oh oh oh oh oh oh
oh oh oh oh oh oh oh oh
oh oh oh oh oh oh oh oh
you’re gonna hear me roar",223.546,2013,19.170984455958546,103.6028378946615,11.864406779661017,1.694915254237288,86.4406779661017,10.16949152542373,1
