acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,spotify_album,spotify_artist,spotify_song,tempo,time_signature,type,uri,valence,lyrics
0.0841,0.48200000000000004,215327.0,0.441,0IKnrWWYY2cz0mHWKCft6A,0.0,4.0,0.105,-6.877999999999999,1.0,41.0,2019-03-08,0.0354,Beware of the Dogs,Stella Donnelly,Beware of the Dogs,75.28,3.0,audio_features,spotify:track:0IKnrWWYY2cz0mHWKCft6A,0.395,"This street is haunted like a beast
That doesn't know its face is frightening to behold
All the painted little gnomes
Smiling in a line, tryna get your votes
There's an architect setting fire to her house
All the plans were there, but they built it inside out
No one will endure what the sign told them they would
Beware of the dogs, beware of the dogs
My home, carpet on the stairs
Everyone in bed, their eyes are white as clouds
Next door, sounds like bloody war
Waiting for the phone, telling us to run
There's an architect setting fire to her house
All the plans were there, but they built it inside out
No one will endure what the sign told them they would
Beware of the dogs, beware of the dogs
There's no Parliament worthy of this country's side
All these pious fucks taking from the '99
Now we'll all endure what the sign told us we would
Beware of the dogs, beware of the dogs"
0.0383,0.496,201667.0,0.46399999999999997,57mUVlvVkKYelyRMBSXgKx,0.00329,2.0,0.177,-7.032,1.0,3.0,2018-11-16,0.027999999999999997,Cote,COTE,Cruel,105.053,4.0,audio_features,spotify:track:57mUVlvVkKYelyRMBSXgKx,0.159,"Maybe he thinks the ordinary's cruel
Modern methods overthrow the rules
I am still the one to play the fool
Even after everybody said to cover your ears and keep moving
Don't invite another chance to fall through
How lonely I was seduced by the prospect of a change, of a promise like you
Maybe he always tells you he's okay
Modern methods dig an early grave
I may never learn to walk away
Even after everybody said to cover your ears and keep moving
Don't invite another chance to fall through
How lonely I was seduced by the prospect of a change, of a promise
I believed it because that's what I wanted
Now my hands are shaking
And my heart is trying hard to replace it
So I go where I wanted
City streets just to keep me
Just to keep me here"
0.0658,0.616,190482.0,0.649,0P9cVrBufbEl8EKoiDj8Tz,0.5920000000000001,0.0,0.212,-8.07,1.0,3.0,2018-11-16,0.0247,Cote,COTE,Meet Me in the Morning,132.46200000000002,4.0,audio_features,spotify:track:0P9cVrBufbEl8EKoiDj8Tz,0.765,"JOHNNY COPE
Cope sent a sessage from Dunbar
Sayin' Charlie meet me if you dare
And I'll learn you the art of war
If you'll meet me in the morning
Hey, now Johnny are you wailin' yet
And are your drums a beatin' yet
If you're walkin' I would wait
You're going to the coals in the morning
When Charlie looked the letter upon
He drew his sword his scabbard from
Follow me my merry men
And we'll meet Johnny Cope in the morning
Go now Johnny get up and run
The highland 'pipes are making a din
It's better to sleep in a hail skin
It will be a bloody mornin'
When Johnny Cope to Dunbar came
He asked of him, ""Where's all your men?""
They'll confound me again and again
For I left them all in the mornin'
Hey, now Johnny you weren't too late
To come with news of your defeat
And leave your men in such a state
So early in the morning
REEL: ""FERMOY LASSES""
JERUSALEM RAP
I'm a stranger here from Ireland's shore
I've been on the raod six months or more
Hikin', workin', travelin' in style
I'm a vagabond from Ireland's isle
Me sunburned thumb stuck up in the air
Many's the lift from here to there
Cars, buses, vans and trains
In the punishing heat, the snow, and the rain
Chorus:
Oh whack fol the diddle fol the
Di ro day
Whack fol the diddle fol the der-
Oh Mrs. Dolan, yer son he isn't workin'
I came from Dublin to Jerusalem town
Had a drink or twon on the journey down
At a railway station called Gar du Nord
Missed my train thru garglin' hard
Three days later in Napoli on a Turkish boat
I sailed to sea slept in a hot hole down below
Travelin' tourist class ya know
Chorus"
0.534,0.7090000000000001,213633.0,0.46399999999999997,42ri8tCtPeHfGQJTo7zIVX,0.575,7.0,0.0833,-8.481,1.0,44.0,2018-02-15,0.0287,Small Foreign Faction,Haley Blais,Small Foreign Faction,113.98299999999999,4.0,audio_features,spotify:track:42ri8tCtPeHfGQJTo7zIVX,0.556,"I'm just a foreign faction
Irreconcilable conflict at parties
I feel like a chain reaction
But sadly I don't know how it started
I never wanted anything and
I never got it
I never wanted anything and
I never got it
I like to sit around fires
And catch the embers on my tongue
Listening to a church choir
Sing some hymns about someone
I never wanted anything and
I never got it
I never wanted anything and
I never got it
I never wanted anything and
I never got it
I never wanted anything and
I never got it
I'm just a foreign faction
Irreconcilable conflict at parties
I feel like a chain reaction
But sadly I don't know how it started
I never wanted anything and
I never got it
I never wanted anything, yeah
Look I got it
Look I got it"
0.0978,0.71,229017.0,0.44799999999999995,4MGoadolIhue3MZ3bKgqR1,0.111,0.0,0.111,-10.875,1.0,33.0,2018-06-29,0.0313,Rabbit,Moon Panda,Rabbit,106.03,4.0,audio_features,spotify:track:4MGoadolIhue3MZ3bKgqR1,0.387,"I love you like a rabbit loves the fear
Like it needs something to hold onto
I need you like a rabbit needs to speak
But it can't fight the fear long enough to say anything
You've been the savior for so long
I've been so faithful now im stuck
I can't go back to nothing
I am all that I have been
I hate this like a rabbit hates to be here
Ready to be outside these wide eyes
I thought I'd cry
I love you like a rabbit loves the hoplessness
Of a situation
I thought I'd die
You've been the savior for so long
I've been so faithful now im stuck
You've been the savior for so long
I've been so faithful now im stuck
I can't go back to nothing
I am all that I have been
I love you like a rabbit loves the fear
Like it needs something to hold onto"
0.0399,0.7759999999999999,147867.0,0.562,7K0iidDYDudSm9BoSt901M,0.0,9.0,0.138,-6.901,1.0,75.0,2019-05-08,0.363,RICKY,Denzel Curry,RICKY,169.03,4.0,audio_features,spotify:track:7K0iidDYDudSm9BoSt901M,0.521,"First they mockin', now they hoppin'
All on the wave, 'cause they see me poppin'
Big-big-big large pockets, they start flockin'
Here's what I say when they ass keep knockin'
My daddy said, ""Trust no man but your brothers
And never leave your day ones in the gutter""
My daddy said, ""Treat young girls like your mother""
My mama said, ""Trust no ho, use a rubber""
I'ma act, one, two, stop the track
Bring it back, what it do?
See, Ricky said, ""Never let nobody get the one up on you
If they run up on you, hit 'em with a one, two or a bitch slap
Leave the cul-de-sac, your brothers gon' have your back regardless
And stick with your day one homies that was here before you started
And fear no man, but the man above your head""
""Pray before you go to bed,"" every day my mama said
First they mockin', now they hoppin'
All on the wave, 'cause they see me poppin'
Big-big-big large pockets, they start flockin'
Here's what I say when they ass keep knockin'
My daddy said, ""Trust no man but your brothers
And never leave your day ones in the gutter""
My daddy said, ""Treat young girls like your mother""
My mama said, ""Trust no ho, use a rubber""
My daddy said, ""Trust no man but your brothers
And never leave your day ones in the gutter""
My daddy said, ""Treat young girls like your mother""
My mama said, ""Trust no ho, use a rubber""
And your mama ain't shit, your daddy ain't shit
And I been makin' waves way before Nostalgic
That was back in Carol City, yeah, when I was just a jit
With the all-black faded Dickie with the Raider fit
That was it, we was lit, y'all wasn't even shit yet 
We was Three 6, Wu-Tang mixed with Dipset
Ricky used to take me to my first shows ever
Would only drop jewels way before they dropped cheddar
First they mockin', now they hoppin'
All on the wave, 'cause they see me poppin'
Big-big-big large pockets, they start flockin'
Here's what I say when they ass keep knockin'
My daddy said, ""Trust no man but your brothers
And never leave your day ones in the gutter""
My daddy said, ""Treat young girls like your mother""
My mama said, ""Trust no ho, use a rubber""
My daddy said, ""Trust no man but your brothers
And never leave your day ones in the gutter""
My daddy said, ""Treat young girls like your mother""
My mama said, ""Trust no ho, use a rubber"""
0.0259,0.604,267156.0,0.66,37HiXJE6AXeMa9u8g1AH56,0.244,1.0,0.294,-9.589,1.0,40.0,2019-03-29,0.175,Guns,Quelle Chris,Obamacare,78.72399999999999,4.0,audio_features,spotify:track:37HiXJE6AXeMa9u8g1AH56,0.22699999999999998,"I'm tryna burn this bitch down, I ain't tryna break in
Fuck your opinion 'bout us, to me don't mean nathan
I brought the wave, brought the rain, brought the lake in
Eyes on the cake and yours is for the takin', wait man
Puffin' Michael Jordan, catch a lot of air
Shuttin' down your city, then we outta there
Everyone can get it like Obamacare
Keep it buddy, they don't want no problems here
Bucket over earlobes, headache under headdress
Grindin' like I'm soon dyin', 'til I'm laid up bed rest
It's Quelle Chris all day shit, I don't need no playlist
Handsome, black, and headstrong, you nervous 'til your nails gone
Step out daddy long legs, Cab Calloway stride
Make a rapper freeze up like I was Zack in Bayside
I be knuckle down, ape, and 'bout my business, back straight
I was never weirdo, they just had to acclimate
Please, they grip the draws like Coppertone dogs
But ain't got shit to say like back when Poppa Doc lost
More reach than Doctor Ock's arms
Crazy, try to play me, you better call Saul
Train of thought on track, R and R my R&R
Floatin' through the fog, off more drugs than a DeBarge
Don't think it wasn't when it was, he's no mirage
This what's happening, it's Rerun, Dwayne, and Raj
I'm tryna burn this bitch down, I ain't tryna break in
Fuck your opinion 'bout us, to me don't mean nathan
I brought the wave, brought the rain, brought the lake in
Eyes on the cake and yours is for the takin', wait man
Puffin' Michael Jordan, catch a lot of air
Shuttin' down your city, then we outta there
Everyone can get it like Obamacare
Keep it buddy, they don't want no problems here
I'm feelin' like a million stacks, how the fuck you do?
Seein' how you livin', bet you probably feel a buck or two
Ho shit insured, sucker-proof, no deductible
Good neighbors with state pharmaceuticals by the bucketloads
That's Big Green like Ferrigno, if you down like feather pillows
We got wax without the earlobes, if you matchin', hold the euros
No tobacco, just the pure smoke, powdered keif lookin' like churros
If you choke up, you get higher, word to Bridget and Dinero
In a far south beach house, ashy ass, knees out
Barrin' up, beats bounce, eatin' steak and eggs 'til my feet gout
Hippy type freak outs with woke whites who beast hype
Droppin' N-words for my nigga friends only black folks can recite
That's free life, thought he wasn't when he was it
Been it from the beginnin', just gettin' better every minute
Smokin' gun, catchin' the killer and creator
Gave 'em two for one, don't thank me later
I'm tryna burn this bitch down, I ain't tryna break in
Fuck your opinion 'bout us, to me don't mean nathan
I brought the wave, brought the rain, brought the lake in
Eyes on the cake and yours is for the takin', wait man
Puffin' Michael Jordan, catch a lot of air
Shuttin' down your city, then we outta there
Everyone can get it like Obamacare
Keep it buddy, they don't want no problems here
Dumpin' Dutchie guts out the window
Keep it buddy, strictly for the kinfolk
Lightin' up the outdoor in the indoor
This ain't for you, this is for the kinfolk
Dumpin' Dutchie guts out the window
Keep it buddy, strictly for the kinfolk
Lightin' up the outdoor in the indoor
This ain't for you, this is for the kinfolk"
0.166,0.607,245333.0,0.713,0ToC28lLiwEKyQdN4FXypS,0.0,5.0,0.769,-6.206,1.0,58.0,2018-07-19,0.243,1998 TRUMAN,BROCKHAMPTON,1998 TRUMAN,134.994,4.0,audio_features,spotify:track:0ToC28lLiwEKyQdN4FXypS,0.48200000000000004,"""You’re not free with your Cadillac! You’re doing just exactly what the Man wants you to do: Buy his goods, so you’ll never have any real economic freedom. He wants you to buy everything he advertises on TV, so he’ll keep you perpetually owing your soul to the company store. You’re not free, you’re a slave—!""
Gimme no drugs, lend me some love
Tonight, while I'm in this club
Lonely as fuck, with my thugs
And we looking for that buzz
Gimme no drugs, lend me some love
Tonight, while I'm in this club
Lonely as fuck, with my thugs
And we looking for that buzz
What's with these superficial people from my past?
Dancin' 'round the fact that
I did everything the motherfuckers bet against
They be like, ""Gather 'round, place your bets!
This young man won't ever be shit!""
Well my bad, I guess I just pursued this shit
While you chose to settle down to have some kids
I mean, it's okay to fall in line, just don't look back
That's a long ass line that I'm not in
I just never found the time, or had the chance
Truth is: you can kiss my ass
Never been the one to bow down
Never been the one to air out any situation, but right now
When it's all your fault, I'm here now
Gimme no drugs, lend me some love
Tonight, while I'm in this club
Lonely as fuck, with my thugs
And we looking for that buzz
Gimme no drugs, lend me some love
Tonight, while I'm in this club
Lonely as fuck, with my thugs
And we looking for that buzz
Don't talk back, don't talk back, boy, don't
Don't talk back, don't talk back, boy, don't
Don't talk back, don't talk back, boy, don't
Don't talk back, don't talk back, boy, don't
Thrift like a five hundred discount
I move it, I move it like Madagascar
Flip it like eight ball to inside of nose, it get raw
Bloody leaf color like fall
When you were calling, they said I'll be nothing
Well, suck on my dick and then lick on my balls
They try to pin me down, they try to bind me
And they try to kill me like Anna Nicole
Th—th—they want to boot up my car
Pussy boy like booty call
Money quick like auctioneer
Look what we did in a year
You need a neutral career
I hate on myself when I look in the mirror
Piddling voices all up in my ear
Why do I care how I look?
Why do I care what they say?
I do not care what they say! 
Nowadays, everybody wanna talk 
They forgot how to listen 
'Til the prophets arisen
We mix New Edition with nuclear fission
I don't do auditions, I don't ask permission
Ain't no politician, don't ask my opinion
You got an addiction to what ain't your business
Make the admission, I make like magicians and hit my Houdini
Why they so soft like linguine? I murder this music routinely
I know that you see me, don't see you searching the meaning
I think that’s why you won't believe and the future is leaning
Revolutions started streaming
The reason why you see me beaming
I'm dreaming of making moves like the government
You better think about who you fucking with, get back!
Don't talk back, don't talk back, boy, don't
Don't talk back, don't talk back, boy, don't
Don't talk back, don't talk back, boy, don't
Don't talk back, don't talk back, boy, don't
 Oh, your love
Won't you come this close to me?
Yeah, yeah, yeah, yeah
Be with me now that you're free 
Oh yeah 
Won't you come this close to me, baby?
Baby, yeah 
And if I could erase who you thought I was
Ah, ah, ah, ah, ah
And if I could erase who you thought I was
Ah, ah, ah, ah, ah"
0.278,0.765,153351.0,0.542,6JyEh4kl9DLwmSAoNDRn5b,1.87e-05,1.0,0.609,-6.755,1.0,70.0,2018-06-08,0.39,KIDS SEE GHOSTS,KIDS SEE GHOSTS,4th Dimension,171.945,4.0,audio_features,spotify:track:6JyEh4kl9DLwmSAoNDRn5b,0.7340000000000001,"Down the chimney, he will come
With his great big smile
And you'll find that even the kiddies
Are swingin' in the latest style
Oh, oh, oh
What is Santa bringing?
Oh, oh, oh
What is Santa bringing?
It feels so good, it should cost
Bought a alligator, I ain't talkin' Lacoste
Made me say, ""Ugh, uh""
Like a mix of Master P and Rick Ross, uh-uh
She seem to make me always feel like a boss, uh-uh
She said I'm in the wrong hole, I said I'm lost, uh-uh
She said I'm goin' too fast, I'm exhausted
Now drop to your knees for the offerin'
This the theme song of something wrong
Might need an intervention for this new dimension
That's too new to mention, or fit in a sentence
If I get locked up, I won't finish the sent—
Oh, oh, oh
What is Santa bringing?
Oh, oh, oh
What is Santa bringing?
Gettin' loose while I'm rollin' through, see me roll out
Watch you surf, hit the coast, and this feelin', I got
Plenty of ventures for the evenin', we go journey, we off
From the light to guide us home, we in the moment, oh-oh
Such a lost boy, caught up in the darkest I had
What's the cost, boy? Losin' everything that I had
She been on me, boy, 'less you got somethin' to tell
Sittin', waitin' for me slippin', yeah, I'll see you in hell
Tell the cougar get up off me, no, my soul ain't for sale
All the evils in the world, they keepin' on me for real
I really hope the Lord heard me, we all live in sin
Kids See Ghosts off the ropes, Ric Flair on your bitch
Now this the theme song, this the theme song
The put the beams on, get your, get your dream on
But you don't hear me though, drama: we let it go
Watch the guitars roll, but let your friends know
Oh, oh, oh
What is Santa bringing?
Oh, oh, oh
What is Santa bringing?
Just do that and then let the music do somethin',  and then do that again, that'd be enough for a record
I mean, you only want two and a half minutes if you can get it, you know, three minutes max—"
0.359,0.409,280842.0,0.6779999999999999,6TodWdTSDfzwgYynTZSvJn,4.76e-06,9.0,0.16699999999999998,-7.731,1.0,75.0,2018-07-20,0.0878,Head In The Clouds,88rising,Midsummer Madness,89.96799999999999,4.0,audio_features,spotify:track:6TodWdTSDfzwgYynTZSvJn,0.168,"Last night, I lost all my patience
You were fucked up, I was wasted
Midsummer madness
I can't take it no more, no more
Fuck the ru-u-u-ules
Ru-u-u-ules
Ru-u-u-u-oh
Fuck the ru-u-u-ules
Ru-u-u-ules
Ru-u-u-u-oh
Make it make sense
Make it make sense, I
Can't hide a heart in a black tint, I
You were off the bullshit and the tablets
Under 21, both savage
All these blurry nights feel the same to me
Heart full of hate, no vacancy
Only one you gonna blame when it's over
Can't look me in my eyes when you sober
Hey, I'm the one you call when you feelin' low
Running up a check just to help you cope
I just want to live in the moment
You just want to fight 'cause you lonely
Tryna see a milly then be really up
Rockstar crash in my Bentley truck
You need all my love
You've got all the love
Last night, I lost all my patience
You were fucked up, I was wasted
Midsummer madness
I can't take it no more, no more
Fuck the ru-u-u-ules
Ru-u-u-ules
Ru-u-u-u-oh
Fuck the ru-u-u-ules
Ru-u-u-ules
Ru-u-u-u-oh
Uh, ayy, ayy, uh
Been a minute since I heard you wanna stay as friends
I learned from my mistakes, you make me want to learn again
I don't really see the problem, it's a risk I wanna take
You say, ""Let's see where it goes,"" but I don't really wanna wait
Ayy, look and listen up
You've been smiling when we fuck
Let's not even think about it, we ain't gotta talk a lot
Make it hotter than the summer, I'll stay with you when it's not
Put the slow jams on, I wanna see you make it pop, ayy
Moving all around the bed like we just toss and turn, ayy
Playin' with the fire, I don't care if I get burned, ayy
I'ma treat you good like you've been waitin' for your turn, ayy
Nothing in the universe feel better than your tongue, ayy
'Bout to go home, I know you finna come with
I'm playing these games like a pimp on the strip
Conversations late night about how we gonna live
I don't got the answer to it, all I'm finna say is
Fuck the ru-u-u-ules
Ru-u-u-ules
Ru-u-u-u-oh
Fuck the ru-u-u-ules 
Ru-u-u-ules 
Ru-u-u-u-oh 
當光灑進了 white Porsche
I never felt so good
Call me DJ Knowknow, oh-oh no
播放列表歌很夠
你點頭我心裡會滿足
博物館給了更多感悟
在天文台半山道漫步
拼LA夜景的版圖
Fuck the rules
距離不是問題, I know
為了這一刻的feel我值得飛了那麼久
She lookin' so pretty, I wanted a kiss
把beautiful memories 存入我的iPhone X
I, I, I hope 24 can become 48
看日落 粉的天 有藍月亮陪
想要擁抱 你在我需要前給
Sunny gone, I don't care, you're my sunshine babe
I don't feel control
I'm better on my own
I'm used to being so gone for way too long
Long, long, long
Rules, rules, rules
Rules, rules, rules"
